ID	Label	Exact Match	Synonyms	Suggested parent term	Abbreviation	Definition	Textual Definition	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent	Close Match	Exact Match.1	Narrow Match	Related Match
pbpko:PBPKO_00102	fraction of richly perfused		frichly perfused		frichly perfused	A dimensionless fraction of volume defined as the richly perfused compartment volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the richly perfused compartment volume divided per unit of total body weight.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'fraction of volume of compartment'				
pbpko:PBPKO_00103	volume of plasma		vplasma		vplasma	A volume parameter representing the total volume of plasma compartment.	A volume parameter representing the total volume of plasma compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00104	fraction of plasma		fplasma		fplasma	A dimensionless fraction of volume defined as the plasma volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the plasma volume divided per unit of total body weight.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'fraction of volume of compartment'				
pbpko:PBPKO_00105	volume of rest body		vrest body		vrest body	A volume parameter representing the total volume of the rest of body compartment.	A volume parameter representing the total volume of the rest of body compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00106	fraction of rest body		frest body		frest body	A dimensionless fraction of volume defined as the rest of body volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the rest of body volume divided per unit of total body weight.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'fraction of volume of compartment'				
pbpko:PBPKO_00107	volume of stratum corneum with respect to blood		scvblood		scvblood	A volume parameter representing the total volume of stratum corneum compartment with respect to blood/plasma.	A volume parameter representing the total volume of stratum corneum compartment with respect to blood/plasma.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00108	volume of blood		vblood		vblood	A volume parameter representing the total volume of blood compartment.	A volume parameter representing the total volume of blood compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'	http://purl.obolibrary.org/obo/OBA_0003648			
pbpko:PBPKO_00109	volume of exposed skin		vskin e		vskin e	A volume parameter representing the total volume of the exposed skin compartment.	A volume parameter representing the total volume of the exposed skin compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00110	fraction of surface area exposed		fsa exposed		fsa exposed	A surface area parameter representing the fraction of skin surface area actually exposed.	A surface area parameter representing the fraction of skin surface area actually exposed.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'surface area'				
pbpko:PBPKO_00111	volume of unexposed skin		vskin u		vskin u	A volume parameter representing the total volume of the unexposed skin compartment.	A volume parameter representing the total volume of the unexposed skin compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00112	volume of stratum corneum exposed		vskin sc e		vskin sc e	A volume parameter representing the total volume of the exposed stratum corneum compartment.	A volume parameter representing the total volume of the exposed stratum corneum compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00113	volume of unexposed stratum corneum		vskin sc u		vskin sc u	A volume parameter representing the total volume of the unexposed stratum corneum compartment.	A volume parameter representing the total volume of the unexposed stratum corneum compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00114	fraction alveolar volume		falv		falv	A dimensionless fraction of volume defined as the alveolar volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the alveolar volume divided per unit of total body weight.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'fraction of volume of compartment'				
pbpko:PBPKO_00115	volume of gall bladder		vgall bladder		vgall bladder	A volume parameter representing the total volume of the gall bladder compartment.	A volume parameter representing the total volume of the gall bladder compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00116	fraction of gall bladder		fgall bladder		fgall bladder	A dimensionless fraction of volume defined as the gall bladder volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the gall bladder volume divided per unit of total body weight.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'fraction of volume of compartment'				
pbpko:PBPKO_00117	volume of portal vein		vportal vein		vportal vein	A volume parameter representing the total volume of the portal vein compartment.	A volume parameter representing the total volume of the portal vein compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00118	fraction of portal vein		fportal vein		fportal vein	A dimensionless fraction of volume defined as the portal vein volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the portal vein volume divided per unit of total body weight.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'fraction of volume of compartment'				
pbpko:PBPKO_00119	volume of lymph		vlymph		vlymph	A volume parameter representing the total volume of lymph compartment.	A volume parameter representing the total volume of lymph compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00120	fraction of lymph		flymph		flymph	A dimensionless fraction of volume defined as the lymph volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the lymph volume divided per unit of total body weight.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'fraction of volume of compartment'				
pbpko:PBPKO_00121	arterial volume					A volume parameter representing the total volume of the arterial compartment.	A volume parameter representing the total volume of the arterial compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'	http://purl.bioontology.org/ontology/LNC/LP430862-5			
pbpko:PBPKO_00122	venous volume					A volume parameter representing the total volume of the venous compartment.	A volume parameter representing the total volume of the venous compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00126	physicochemical parameter					A parameter relating to the physical and chemical properties of a compound (e.g., MW, lipophilicity, solubility, pKa).	A parameter relating to the physical and chemical properties of a compound (e.g., MW, lipophilicity, solubility, pKa).			0000-0001-8345-1349	0000-0002-9795-5967		Class	parameter				
pbpko:PBPKO_00127	molecular weight		MW		MW	A physicochemical parameter representing the sum of the weights of all atoms in a molecule.	A physicochemical parameter representing the sum of the weights of all atoms in a molecule.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physicochemical parameter'				
pbpko:PBPKO_00128	lipophillicity					A physicochemical parameter representing the affinity or tendency of a compound to dissolve in lipids or hydrophobic environments.	A physicochemical parameter representing the affinity or tendency of a compound to dissolve in lipids or hydrophobic environments.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physicochemical parameter'				
pbpko:PBPKO_00129	distribution coefficient		Log D		Log D	A physicochemical parameter representing the logarithm of the ratio of concentrations of a compound in a mixture of two immiscible phases at equilibrium, specifically describing lipophilicity (LogD).	A physicochemical parameter representing the logarithm of the ratio of concentrations of a compound in a mixture of two immiscible phases at equilibrium, specifically describing lipophilicity (LogD).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physicochemical parameter'				
pbpko:PBPKO_00130	dissolution in two phase system					A physicochemical parameter representing the ratio of a dissolved compound in a two-phase system (often used interchangeably with partition coefficient).	A physicochemical parameter representing the ratio of a dissolved compound in a two-phase system (often used interchangeably with partition coefficient).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physicochemical parameter'				
pbpko:PBPKO_00131	logarithmic solubility		log S		log S	A physicochemical parameter representing the 10-based logarithm of a compound's solubility (typically in mol/L).	A physicochemical parameter representing the 10-based logarithm of a compound's solubility (typically in mol/L).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physicochemical parameter'	http://purl.bioontology.org/ontology/MESH/D012995			
pbpko:PBPKO_00132	water solubility					A physicochemical parameter representing the solubility of a compound specifically in water.	A physicochemical parameter representing the solubility of a compound specifically in water.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physicochemical parameter'				
pbpko:PBPKO_00133	acid dissociation constant		pka		pka	A physicochemical parameter representing the negative base-10 logarithm (pKa) of the acid dissociation constant (Ka).	A physicochemical parameter representing the negative base-10 logarithm (pKa) of the acid dissociation constant (Ka).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physicochemical parameter'				
pbpko:PBPKO_00134	basic dissociation constant		pKb pK(b) pK(B) affinity constant, Base dissociation constant		pKb pK(b) pK(B) affinity constant, Base dissociation constant	A physicochemical parameter representing the negative base-10 logarithm (pKb) of the base dissociation constant (Kb).	A physicochemical parameter representing the negative base-10 logarithm (pKb) of the base dissociation constant (Kb).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physicochemical parameter'				
